route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
054-154,1411-Ross-Saturday-72,55010-1241461,Outbound-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -156,0540105
054-154,1411-Ross-Saturday-72,55011-1241380,Outbound-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -153,0540105
054-154,1411-Ross-Saturday-72,55012-1241429,Outbound-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -155,0540105
091-154,1411-Ross-Saturday-72,55759-1241492,Inbound-BUTLER STREET TO DOWNTOWN,1,091 -200,0910058
091-154,1411-Ross-Saturday-72,55761-1241492,Outbound-BUTLER STREET TO OLD FREEPORT ROAD,0,091 -200,0910036
091-154,1411-Ross-Saturday-72,55762-1241498,Outbound-BUTLER STREET TO OLD FREEPORT ROAD,0,091 -199,0910036
091-154,1411-Ross-Saturday-72,55763-1241498,Inbound-BUTLER STREET TO DOWNTOWN,1,091 -199,0910058
012-154,1411-Ross-Saturday-72,56851-1241366,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -071,0120077
012-154,1411-Ross-Saturday-72,65462-1241366,Outbound-MCKNIGHT TO RAVE CINEMA,0,012 -071,0120076
012-154,1411-Ross-Saturday-72,65463-1241364,Outbound-MCKNIGHT TO RAVE CINEMA,0,012 -068,0120076
012-154,1411-Ross-Saturday-72,65464-1241345,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -056,0120077
012-154,1411-Ross-Saturday-72,65465-1241347,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -058,0120077
018-154,1411-Ross-Saturday-72,132081-1241367,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -143,0180012
014-154,1411-Ross-Saturday-72,132297-1241358,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -101,0140044
014-154,1411-Ross-Saturday-72,132317-1241358,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -101,0140045
013-154,1411-Ross-Saturday-72,134374-1241355,Inbound-BELLEVUE TO DOWNTOWN,1,013 -073,0130013
013-154,1411-Ross-Saturday-72,134375-1241356,Inbound-BELLEVUE TO DOWNTOWN,1,013 -074,0130013
013-154,1411-Ross-Saturday-72,134376-1241357,Inbound-BELLEVUE TO DOWNTOWN,1,013 -075,0130013
013-154,1411-Ross-Saturday-72,134377-1241354,Inbound-BELLEVUE TO DOWNTOWN,1,013 -072,0130013
013-154,1411-Ross-Saturday-72,134378-1241459,Inbound-BELLEVUE TO DOWNTOWN,1,013 -076,0130013
013-154,1411-Ross-Saturday-72,134379-1241394,Inbound-BELLEVUE TO DOWNTOWN,1,013 -077,0130013
013-154,1411-Ross-Saturday-72,134380-1241384,Inbound-BELLEVUE TO DOWNTOWN,1,013 -078,0130013
013-154,1411-Ross-Saturday-72,134381-1241406,Inbound-BELLEVUE TO DOWNTOWN,1,013 -079,0130013
013-154,1411-Ross-Saturday-72,134382-1241409,Inbound-BELLEVUE TO DOWNTOWN,1,013 -080,0130013
013-154,1411-Ross-Saturday-72,134383-1241394,Inbound-BELLEVUE TO DOWNTOWN,1,013 -077,0130013
013-154,1411-Ross-Saturday-72,134384-1241385,Inbound-BELLEVUE TO DOWNTOWN,1,013 -081,0130013
013-154,1411-Ross-Saturday-72,134385-1241381,Inbound-BELLEVUE TO DOWNTOWN,1,013 -082,0130013
013-154,1411-Ross-Saturday-72,134386-1241410,Inbound-BELLEVUE TO DOWNTOWN,1,013 -083,0130013
013-154,1411-Ross-Saturday-72,134387-1241430,Inbound-BELLEVUE TO DOWNTOWN,1,013 -084,0130013
013-154,1411-Ross-Saturday-72,134388-1241385,Inbound-BELLEVUE TO DOWNTOWN,1,013 -081,0130013
013-154,1411-Ross-Saturday-72,134389-1241383,Inbound-BELLEVUE TO DOWNTOWN,1,013 -085,0130013
013-154,1411-Ross-Saturday-72,134390-1241445,Inbound-BELLEVUE TO DOWNTOWN,1,013 -086,0130013
013-154,1411-Ross-Saturday-72,134391-1241430,Inbound-BELLEVUE TO DOWNTOWN,1,013 -084,0130013
013-154,1411-Ross-Saturday-72,134392-1241420,Inbound-BELLEVUE TO DOWNTOWN,1,013 -087,0130013
013-154,1411-Ross-Saturday-72,134393-1241383,Inbound-BELLEVUE TO DOWNTOWN,1,013 -085,0130013
013-154,1411-Ross-Saturday-72,134394-1241445,Inbound-BELLEVUE TO DOWNTOWN,1,013 -086,0130013
013-154,1411-Ross-Saturday-72,134395-1241431,Inbound-BELLEVUE TO DOWNTOWN,1,013 -088,0130013
013-154,1411-Ross-Saturday-72,134396-1241421,Inbound-BELLEVUE TO DOWNTOWN,1,013 -089,0130013
013-154,1411-Ross-Saturday-72,134397-1241425,Inbound-BELLEVUE TO DOWNTOWN,1,013 -090,0130013
013-154,1411-Ross-Saturday-72,134398-1241446,Inbound-BELLEVUE TO DOWNTOWN,1,013 -091,0130013
013-154,1411-Ross-Saturday-72,134399-1241440,Inbound-BELLEVUE TO DOWNTOWN,1,013 -092,0130013
013-154,1411-Ross-Saturday-72,134400-1241422,Inbound-BELLEVUE TO DOWNTOWN,1,013 -093,0130013
013-154,1411-Ross-Saturday-72,134401-1241386,Inbound-BELLEVUE TO DOWNTOWN,1,013 -094,0130013
013-154,1411-Ross-Saturday-72,134402-1241446,Inbound-BELLEVUE TO DOWNTOWN,1,013 -091,0130013
013-154,1411-Ross-Saturday-72,134403-1241447,Inbound-BELLEVUE TO DOWNTOWN,1,013 -095,0130013
013-154,1411-Ross-Saturday-72,134404-1241490,Inbound-BELLEVUE TO DOWNTOWN,1,013 -096,0130013
013-154,1411-Ross-Saturday-72,134405-1241388,Inbound-BELLEVUE TO DOWNTOWN,1,013 -097,0130013
013-154,1411-Ross-Saturday-72,134406-1241457,Inbound-BELLEVUE TO DOWNTOWN,1,013 -098,0130013
013-154,1411-Ross-Saturday-72,134407-1241471,Inbound-BELLEVUE TO DOWNTOWN,1,013 -099,0130013
013-154,1411-Ross-Saturday-72,134408-1241390,Inbound-BELLEVUE TO DOWNTOWN,1,013 -100,0130013
013-154,1411-Ross-Saturday-72,134409-1241355,Outbound-BELLEVUE TO WEST VIEW,0,013 -073,0130021
013-154,1411-Ross-Saturday-72,134410-1241356,Outbound-BELLEVUE TO WEST VIEW,0,013 -074,0130021
013-154,1411-Ross-Saturday-72,134411-1241357,Outbound-BELLEVUE TO WEST VIEW,0,013 -075,0130021
013-154,1411-Ross-Saturday-72,134412-1241354,Outbound-BELLEVUE TO WEST VIEW,0,013 -072,0130021
013-154,1411-Ross-Saturday-72,134413-1241459,Outbound-BELLEVUE TO WEST VIEW,0,013 -076,0130021
013-154,1411-Ross-Saturday-72,134414-1241394,Outbound-BELLEVUE TO WEST VIEW,0,013 -077,0130021
013-154,1411-Ross-Saturday-72,134415-1241384,Outbound-BELLEVUE TO WEST VIEW,0,013 -078,0130021
013-154,1411-Ross-Saturday-72,134416-1241406,Outbound-BELLEVUE TO WEST VIEW,0,013 -079,0130021
013-154,1411-Ross-Saturday-72,134417-1241409,Outbound-BELLEVUE TO WEST VIEW,0,013 -080,0130021
013-154,1411-Ross-Saturday-72,134418-1241394,Outbound-BELLEVUE TO WEST VIEW,0,013 -077,0130021
013-154,1411-Ross-Saturday-72,134419-1241385,Outbound-BELLEVUE TO WEST VIEW,0,013 -081,0130021
013-154,1411-Ross-Saturday-72,134420-1241381,Outbound-BELLEVUE TO WEST VIEW,0,013 -082,0130021
013-154,1411-Ross-Saturday-72,134421-1241410,Outbound-BELLEVUE TO WEST VIEW,0,013 -083,0130021
013-154,1411-Ross-Saturday-72,134422-1241430,Outbound-BELLEVUE TO WEST VIEW,0,013 -084,0130021
013-154,1411-Ross-Saturday-72,134423-1241385,Outbound-BELLEVUE TO WEST VIEW,0,013 -081,0130021
013-154,1411-Ross-Saturday-72,134424-1241383,Outbound-BELLEVUE TO WEST VIEW,0,013 -085,0130021
013-154,1411-Ross-Saturday-72,134425-1241445,Outbound-BELLEVUE TO WEST VIEW,0,013 -086,0130021
013-154,1411-Ross-Saturday-72,134426-1241430,Outbound-BELLEVUE TO WEST VIEW,0,013 -084,0130021
013-154,1411-Ross-Saturday-72,134427-1241420,Outbound-BELLEVUE TO WEST VIEW,0,013 -087,0130021
013-154,1411-Ross-Saturday-72,134428-1241383,Outbound-BELLEVUE TO WEST VIEW,0,013 -085,0130021
013-154,1411-Ross-Saturday-72,134429-1241445,Outbound-BELLEVUE TO WEST VIEW,0,013 -086,0130021
013-154,1411-Ross-Saturday-72,134430-1241431,Outbound-BELLEVUE TO WEST VIEW,0,013 -088,0130021
013-154,1411-Ross-Saturday-72,134431-1241421,Outbound-BELLEVUE TO WEST VIEW,0,013 -089,0130021
013-154,1411-Ross-Saturday-72,134432-1241425,Outbound-BELLEVUE TO WEST VIEW,0,013 -090,0130021
013-154,1411-Ross-Saturday-72,134433-1241446,Outbound-BELLEVUE TO WEST VIEW,0,013 -091,0130021
013-154,1411-Ross-Saturday-72,134434-1241440,Outbound-BELLEVUE TO WEST VIEW,0,013 -092,0130021
013-154,1411-Ross-Saturday-72,134435-1241422,Outbound-BELLEVUE TO WEST VIEW,0,013 -093,0130021
013-154,1411-Ross-Saturday-72,134436-1241386,Outbound-BELLEVUE TO WEST VIEW,0,013 -094,0130021
013-154,1411-Ross-Saturday-72,134437-1241446,Outbound-BELLEVUE TO WEST VIEW,0,013 -091,0130021
013-154,1411-Ross-Saturday-72,134438-1241447,Outbound-BELLEVUE TO WEST VIEW,0,013 -095,0130021
013-154,1411-Ross-Saturday-72,134439-1241490,Outbound-BELLEVUE TO WEST VIEW,0,013 -096,0130021
013-154,1411-Ross-Saturday-72,134440-1241388,Outbound-BELLEVUE TO WEST VIEW,0,013 -097,0130021
013-154,1411-Ross-Saturday-72,134441-1241457,Outbound-BELLEVUE TO WEST VIEW,0,013 -098,0130021
013-154,1411-Ross-Saturday-72,134442-1241471,Outbound-BELLEVUE TO WEST VIEW,0,013 -099,0130021
013-154,1411-Ross-Saturday-72,134443-1241390,Outbound-BELLEVUE TO WEST VIEW,0,013 -100,0130021
018-154,1411-Ross-Saturday-72,134499-1241367,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -143,0180012
018-154,1411-Ross-Saturday-72,134501-1241367,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -143,0180012
018-154,1411-Ross-Saturday-72,134503-1241367,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -143,0180012
018-154,1411-Ross-Saturday-72,134505-1241367,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -143,0180012
018-154,1411-Ross-Saturday-72,134507-1241464,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -144,0180012
018-154,1411-Ross-Saturday-72,134509-1241464,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -144,0180012
018-154,1411-Ross-Saturday-72,134511-1241464,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -144,0180012
018-154,1411-Ross-Saturday-72,134513-1241396,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -145,0180012
018-154,1411-Ross-Saturday-72,134515-1241396,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -145,0180012
018-154,1411-Ross-Saturday-72,134517-1241396,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -145,0180012
018-154,1411-Ross-Saturday-72,134519-1241398,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -146,0180012
018-154,1411-Ross-Saturday-72,134521-1241398,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -146,0180012
018-154,1411-Ross-Saturday-72,134523-1241398,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -146,0180012
018-154,1411-Ross-Saturday-72,134525-1241398,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -146,0180012
018-154,1411-Ross-Saturday-72,134527-1241398,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -146,0180012
018-154,1411-Ross-Saturday-72,134529-1241439,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -147,0180012
018-154,1411-Ross-Saturday-72,134531-1241439,Inbound-MANCHESTER TO ALLEGHENY STATION,1,018 -147,0180012
018-154,1411-Ross-Saturday-72,134533-1241367,Outbound-MANCHESTER,0,018 -143,0180023
018-154,1411-Ross-Saturday-72,134535-1241367,Outbound-MANCHESTER,0,018 -143,0180023
018-154,1411-Ross-Saturday-72,134537-1241367,Outbound-MANCHESTER,0,018 -143,0180023
018-154,1411-Ross-Saturday-72,134539-1241464,Outbound-MANCHESTER,0,018 -144,0180023
018-154,1411-Ross-Saturday-72,134541-1241464,Outbound-MANCHESTER,0,018 -144,0180023
018-154,1411-Ross-Saturday-72,134543-1241464,Outbound-MANCHESTER,0,018 -144,0180023
018-154,1411-Ross-Saturday-72,134545-1241396,Outbound-MANCHESTER,0,018 -145,0180023
018-154,1411-Ross-Saturday-72,134547-1241396,Outbound-MANCHESTER,0,018 -145,0180023
018-154,1411-Ross-Saturday-72,134549-1241396,Outbound-MANCHESTER,0,018 -145,0180023
018-154,1411-Ross-Saturday-72,134551-1241398,Outbound-MANCHESTER,0,018 -146,0180023
018-154,1411-Ross-Saturday-72,134553-1241398,Outbound-MANCHESTER,0,018 -146,0180023
018-154,1411-Ross-Saturday-72,134555-1241398,Outbound-MANCHESTER,0,018 -146,0180023
018-154,1411-Ross-Saturday-72,134557-1241398,Outbound-MANCHESTER,0,018 -146,0180023
018-154,1411-Ross-Saturday-72,134559-1241398,Outbound-MANCHESTER,0,018 -146,0180023
018-154,1411-Ross-Saturday-72,134561-1241439,Outbound-MANCHESTER,0,018 -147,0180023
018-154,1411-Ross-Saturday-72,134563-1241439,Outbound-MANCHESTER,0,018 -147,0180023
018-154,1411-Ross-Saturday-72,134565-1241439,Outbound-MANCHESTER,0,018 -147,0180023
014-154,1411-Ross-Saturday-72,137466-1241359,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -102,0140044
014-154,1411-Ross-Saturday-72,137467-1241358,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -101,0140044
014-154,1411-Ross-Saturday-72,137468-1241359,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -102,0140044
014-154,1411-Ross-Saturday-72,137469-1241435,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -103,0140044
014-154,1411-Ross-Saturday-72,137470-1241412,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -104,0140044
014-154,1411-Ross-Saturday-72,137471-1241435,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -103,0140044
014-154,1411-Ross-Saturday-72,137472-1241375,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -105,0140044
014-154,1411-Ross-Saturday-72,137473-1241374,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -107,0140044
014-154,1411-Ross-Saturday-72,137474-1241376,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -108,0140044
014-154,1411-Ross-Saturday-72,137475-1241374,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -107,0140044
014-154,1411-Ross-Saturday-72,137476-1241376,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -108,0140044
014-154,1411-Ross-Saturday-72,137477-1241448,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -109,0140044
014-154,1411-Ross-Saturday-72,137478-1241438,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -110,0140044
014-154,1411-Ross-Saturday-72,137479-1241448,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -109,0140044
014-154,1411-Ross-Saturday-72,137480-1241438,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -110,0140044
014-154,1411-Ross-Saturday-72,137481-1241450,Inbound-OHIO VALLEY TO ALLEGHENY STATION,1,014 -111,0140044
014-154,1411-Ross-Saturday-72,137482-1241359,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -102,0140045
014-154,1411-Ross-Saturday-72,137483-1241435,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -103,0140045
014-154,1411-Ross-Saturday-72,137484-1241412,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -104,0140045
014-154,1411-Ross-Saturday-72,137485-1241435,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -103,0140045
014-154,1411-Ross-Saturday-72,137486-1241412,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -104,0140045
014-154,1411-Ross-Saturday-72,137487-1241393,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -106,0140045
014-154,1411-Ross-Saturday-72,137488-1241375,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -105,0140045
014-154,1411-Ross-Saturday-72,137489-1241374,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -107,0140045
014-154,1411-Ross-Saturday-72,137490-1241376,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -108,0140045
014-154,1411-Ross-Saturday-72,137491-1241448,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -109,0140045
014-154,1411-Ross-Saturday-72,137492-1241438,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -110,0140045
014-154,1411-Ross-Saturday-72,137493-1241448,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -109,0140045
014-154,1411-Ross-Saturday-72,137494-1241438,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -110,0140045
014-154,1411-Ross-Saturday-72,137495-1241450,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -111,0140045
014-154,1411-Ross-Saturday-72,137496-1241438,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -110,0140045
014-154,1411-Ross-Saturday-72,137497-1241450,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -111,0140045
018-154,1411-Ross-Saturday-72,137928-1241367,Outbound-MANCHESTER,0,018 -143,0180023
006-154,1411-Ross-Saturday-72,160368-1241373,Inbound-SPRING HILL TO DOWNTOWN,1,006 -032,0060059
006-154,1411-Ross-Saturday-72,160369-1241373,Inbound-SPRING HILL TO DOWNTOWN,1,006 -032,0060059
006-154,1411-Ross-Saturday-72,160370-1241392,Inbound-SPRING HILL TO DOWNTOWN,1,006 -033,0060059
006-154,1411-Ross-Saturday-72,160371-1241392,Inbound-SPRING HILL TO DOWNTOWN,1,006 -033,0060059
006-154,1411-Ross-Saturday-72,160372-1241392,Inbound-SPRING HILL TO DOWNTOWN,1,006 -033,0060059
006-154,1411-Ross-Saturday-72,160373-1241395,Inbound-SPRING HILL TO DOWNTOWN,1,006 -034,0060059
006-154,1411-Ross-Saturday-72,160374-1241395,Inbound-SPRING HILL TO DOWNTOWN,1,006 -034,0060059
006-154,1411-Ross-Saturday-72,160375-1241400,Inbound-SPRING HILL TO DOWNTOWN,1,006 -035,0060059
006-154,1411-Ross-Saturday-72,160376-1241400,Inbound-SPRING HILL TO DOWNTOWN,1,006 -035,0060059
006-154,1411-Ross-Saturday-72,160377-1241400,Inbound-SPRING HILL TO DOWNTOWN,1,006 -035,0060059
006-154,1411-Ross-Saturday-72,160378-1241397,Inbound-SPRING HILL TO DOWNTOWN,1,006 -036,0060059
006-154,1411-Ross-Saturday-72,160379-1241397,Inbound-SPRING HILL TO DOWNTOWN,1,006 -036,0060059
006-154,1411-Ross-Saturday-72,160380-1241397,Inbound-SPRING HILL TO DOWNTOWN,1,006 -036,0060059
006-154,1411-Ross-Saturday-72,160381-1241397,Inbound-SPRING HILL TO DOWNTOWN,1,006 -036,0060059
006-154,1411-Ross-Saturday-72,160382-1241399,Inbound-SPRING HILL TO DOWNTOWN,1,006 -037,0060059
006-154,1411-Ross-Saturday-72,160387-1241373,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -032,0060060
006-154,1411-Ross-Saturday-72,160388-1241392,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -033,0060060
006-154,1411-Ross-Saturday-72,160389-1241392,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -033,0060060
006-154,1411-Ross-Saturday-72,160390-1241392,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -033,0060060
006-154,1411-Ross-Saturday-72,160391-1241395,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -034,0060060
006-154,1411-Ross-Saturday-72,160392-1241395,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -034,0060060
006-154,1411-Ross-Saturday-72,160393-1241400,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -035,0060060
006-154,1411-Ross-Saturday-72,160394-1241400,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -035,0060060
006-154,1411-Ross-Saturday-72,160395-1241400,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -035,0060060
006-154,1411-Ross-Saturday-72,160396-1241397,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -036,0060060
006-154,1411-Ross-Saturday-72,160397-1241397,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -036,0060060
006-154,1411-Ross-Saturday-72,160398-1241397,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -036,0060060
006-154,1411-Ross-Saturday-72,160399-1241397,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -036,0060060
006-154,1411-Ross-Saturday-72,160400-1241399,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -037,0060060
006-154,1411-Ross-Saturday-72,160401-1241399,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -037,0060060
016-154,1411-Ross-Saturday-72,171067-1241379,Inbound-BRIGHTON TO DOWNTOWN,1,016 -126,0160032
016-154,1411-Ross-Saturday-72,171068-1241465,Inbound-BRIGHTON TO DOWNTOWN,1,016 -124,0160032
016-154,1411-Ross-Saturday-72,171069-1241377,Inbound-BRIGHTON TO DOWNTOWN,1,016 -127,0160032
016-154,1411-Ross-Saturday-72,171070-1241403,Inbound-BRIGHTON TO DOWNTOWN,1,016 -125,0160032
016-154,1411-Ross-Saturday-72,171071-1241379,Inbound-BRIGHTON TO DOWNTOWN,1,016 -126,0160032
016-154,1411-Ross-Saturday-72,171072-1241465,Inbound-BRIGHTON TO DOWNTOWN,1,016 -124,0160032
016-154,1411-Ross-Saturday-72,171073-1241377,Inbound-BRIGHTON TO DOWNTOWN,1,016 -127,0160032
016-154,1411-Ross-Saturday-72,171074-1241403,Inbound-BRIGHTON TO DOWNTOWN,1,016 -125,0160032
016-154,1411-Ross-Saturday-72,171075-1241462,Inbound-BRIGHTON TO DOWNTOWN,1,016 -128,0160032
016-154,1411-Ross-Saturday-72,171076-1241463,Inbound-BRIGHTON TO DOWNTOWN,1,016 -129,0160032
016-154,1411-Ross-Saturday-72,171077-1241377,Inbound-BRIGHTON TO DOWNTOWN,1,016 -127,0160032
016-154,1411-Ross-Saturday-72,171078-1241460,Inbound-BRIGHTON TO DOWNTOWN,1,016 -130,0160032
016-154,1411-Ross-Saturday-72,171079-1241462,Inbound-BRIGHTON TO DOWNTOWN,1,016 -128,0160032
016-154,1411-Ross-Saturday-72,171080-1241463,Inbound-BRIGHTON TO DOWNTOWN,1,016 -129,0160032
016-154,1411-Ross-Saturday-72,171081-1241415,Inbound-BRIGHTON TO DOWNTOWN,1,016 -131,0160032
016-154,1411-Ross-Saturday-72,171082-1241460,Inbound-BRIGHTON TO DOWNTOWN,1,016 -130,0160032
016-154,1411-Ross-Saturday-72,171083-1241497,Inbound-BRIGHTON TO DOWNTOWN,1,016 -132,0160032
016-154,1411-Ross-Saturday-72,171084-1241443,Inbound-BRIGHTON TO DOWNTOWN,1,016 -133,0160032
016-154,1411-Ross-Saturday-72,171085-1241418,Inbound-BRIGHTON TO DOWNTOWN,1,016 -134,0160032
016-154,1411-Ross-Saturday-72,171086-1241460,Inbound-BRIGHTON TO DOWNTOWN,1,016 -130,0160032
016-154,1411-Ross-Saturday-72,171087-1241497,Inbound-BRIGHTON TO DOWNTOWN,1,016 -132,0160032
016-154,1411-Ross-Saturday-72,171090-1241379,Outbound-BRIGHTON TO AVALON LOOP,0,016 -126,0160036
016-154,1411-Ross-Saturday-72,171091-1241465,Outbound-BRIGHTON TO AVALON LOOP,0,016 -124,0160036
016-154,1411-Ross-Saturday-72,171092-1241377,Outbound-BRIGHTON TO AVALON LOOP,0,016 -127,0160036
016-154,1411-Ross-Saturday-72,171093-1241403,Outbound-BRIGHTON TO AVALON LOOP,0,016 -125,0160036
016-154,1411-Ross-Saturday-72,171094-1241379,Outbound-BRIGHTON TO AVALON LOOP,0,016 -126,0160036
016-154,1411-Ross-Saturday-72,171095-1241465,Outbound-BRIGHTON TO AVALON LOOP,0,016 -124,0160036
016-154,1411-Ross-Saturday-72,171096-1241377,Outbound-BRIGHTON TO AVALON LOOP,0,016 -127,0160036
016-154,1411-Ross-Saturday-72,171097-1241403,Outbound-BRIGHTON TO AVALON LOOP,0,016 -125,0160036
016-154,1411-Ross-Saturday-72,171098-1241462,Outbound-BRIGHTON TO AVALON LOOP,0,016 -128,0160036
016-154,1411-Ross-Saturday-72,171099-1241463,Outbound-BRIGHTON TO AVALON LOOP,0,016 -129,0160036
016-154,1411-Ross-Saturday-72,171100-1241377,Outbound-BRIGHTON TO AVALON LOOP,0,016 -127,0160036
016-154,1411-Ross-Saturday-72,171101-1241460,Outbound-BRIGHTON TO AVALON LOOP,0,016 -130,0160036
016-154,1411-Ross-Saturday-72,171102-1241462,Outbound-BRIGHTON TO AVALON LOOP,0,016 -128,0160036
016-154,1411-Ross-Saturday-72,171103-1241463,Outbound-BRIGHTON TO AVALON LOOP,0,016 -129,0160036
016-154,1411-Ross-Saturday-72,171104-1241415,Outbound-BRIGHTON TO AVALON LOOP,0,016 -131,0160036
016-154,1411-Ross-Saturday-72,171105-1241460,Outbound-BRIGHTON TO AVALON LOOP,0,016 -130,0160036
016-154,1411-Ross-Saturday-72,171106-1241497,Outbound-BRIGHTON TO AVALON LOOP,0,016 -132,0160036
016-154,1411-Ross-Saturday-72,171107-1241443,Outbound-BRIGHTON TO AVALON LOOP,0,016 -133,0160036
016-154,1411-Ross-Saturday-72,171108-1241418,Outbound-BRIGHTON TO AVALON LOOP,0,016 -134,0160036
016-154,1411-Ross-Saturday-72,171109-1241460,Outbound-BRIGHTON TO AVALON LOOP,0,016 -130,0160036
016-154,1411-Ross-Saturday-72,171110-1241497,Outbound-BRIGHTON TO AVALON LOOP,0,016 -132,0160036
054-154,1411-Ross-Sunday-12,1-1241622,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -113,0540094
091-154,1411-Ross-Sunday-12,1-1241530,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -124,0910059
006-154,1411-Ross-Sunday-12,1-1241566,Outbound-SPRING HILL TO NORTHVIEW HEIGHTS,0,006 -019,0060060
001-154,1411-Ross-Sunday-12,16217-1241517,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -001,0010063
001-154,1411-Ross-Sunday-12,16218-1241534,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -003,0010063
001-154,1411-Ross-Sunday-12,16219-1241537,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -007,0010063
001-154,1411-Ross-Sunday-12,16220-1241540,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -010,0010063
001-154,1411-Ross-Sunday-12,16221-1241548,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -015,0010063
001-154,1411-Ross-Sunday-12,16222-1241534,Outbound-FREEPORT ROAD TO TARENTUM,0,001 -003,0010061
