NAME,LAT,LONG
FOODLAND - MCKEES ROCKS,40.464903,-80.068524
FOODLAND - MT WASHINGTON,40.429452,-80.007322
FOR KIDS ONLY DAY CARE,40.452645,-79.910414
FORBES ELEMENTARY SCHOOL,40.482210,-79.828715
FORBES HOSPICE,40.460639,-79.947104
FORBES REGIONAL HOSPITAL,40.427555,-79.750656
FORBES ROAD VO TECH,40.451812,-79.751884
FOREST GREEN COMMONS,40.508369,-80.215733
FORT PITT COMMONS,40.436500,-79.999698
FORT PITT ELEMENTARY,40.468986,-79.942184
FORT PITT MUSEUM,40.441232,-80.007212
FORWARD LANES,40.429772,-79.923494
FOSTER ELEMENTARY,40.362403,-80.037369
FOSTER PLAZA,40.422267,-80.060778
FOWLER POOL,40.469183,-80.014595
FOX CHAPEL HIGH SCHOOL,40.518267,-79.869886
FOX CHAPEL VILLAGE,40.487795,-79.883701
FOX HILL,40.438610,-79.781970
FRANCISCAN CHILD DAY CARE CENTERS,40.360734,-80.014784
FRANK MAZZA PAVILLION (BROOKLINE TERR),40.391809,-80.016712
FRANKLIN WEST APARTMENTS,40.457172,-79.922620
FRICK ART MUSEUM,40.448149,-79.900644
FRICK BUILDING,40.438933,-79.997271
FRICK MIDDLE SCHOOL,40.443863,-79.956608
FRICK PARK,40.439676,-79.897653
FRIENDSHIP ELEMENTARY,40.462157,-79.935577
FRIENDSHIP PARK,40.462686,-79.945582
FULTON ELEMENTARY,40.474176,-79.920774
GABRIELS - WEST MIFFLIN,40.343336,-79.942748
GALLERIA,40.355977,-80.050376
GARFIELD COMMONS,40.471170,-79.933515
GATEWAY CENTER,40.441405,-80.003928
GATEWAY CENTER #1,40.442071,-80.004756
GATEWAY CENTER #2,40.442882,-80.005642
GATEWAY CENTER #3,40.441775,-80.005566
GATEWAY CENTER #4,40.441035,-80.004767
GATEWAY CLIPPER,40.435774,-80.007996
GATEWAY HIGH SCHOOL,40.430444,-79.753935
GATEWAY TECHNICAL INSTITUTE,40.387197,-79.757000
GATEWAY TOWERS,40.442534,-80.007021
GATEWAY VIEW PLAZA,40.442663,-80.024149
GEORGE WASHINGTON SCHOOL,40.339204,-79.841165
GET GO - BRENTWOOD,40.370613,-79.982336
GET GO - ETNA,40.514945,-79.959150
GET GO - GREEN TREE/SCOTT,40.391787,-80.060959
GET GO - LAWRENCEVILLE,40.468703,-79.962294
GET GO - PENN HILLS,40.460209,-79.842673
GET GO - REGENT SQUARE,40.432861,-79.894049
GET GO - ROBINSON,40.448335,-80.160752
GET GO - SHADYSIDE/NORTH OAKLAND,40.454964,-79.945217
GET GO - WEST MIFFLIN,40.362121,-79.932159
GET GO - WILKINSBURG,40.445280,-79.889579
GIANT EAGLE - BRENTWOOD,40.364746,-79.983226
GIANT EAGLE - BRIDGEVILLE,40.368396,-80.102864
GIANT EAGLE - CASTE VILLAGE,40.357531,-80.000622
GIANT EAGLE - EAST LIBERTY,40.459458,-79.920644
GIANT EAGLE - GREEN TREE,40.394595,-80.066132
GIANT EAGLE - GREENFIELD,40.423207,-79.928656
GIANT EAGLE - KENNEDY CENTER,40.467298,-80.096856
GIANT EAGLE - KENNYWOOD MALL,40.384909,-79.862761
GIANT EAGLE - MONROEVILLE,40.436048,-79.772409
GIANT EAGLE - NORTH SIDE,40.451612,-80.001152
GIANT EAGLE - NORTH VERSAILLES,40.369092,-79.782519
GIANT EAGLE - PENN HILLS,40.466199,-79.826126
GIANT EAGLE - PINE CREEK SHOPPING CENTER,40.585557,-80.036032
GIANT EAGLE - SOUTH SIDE,40.430877,-79.976722
GIANT EAGLE - SQUIRREL HILL,40.435330,-79.922620
GIANT EAGLE - VERONA,40.522687,-79.842025
GIANT EAGLE - WATERFRONT,40.409478,-79.913613
GIANT EAGLE - WATERWORKS,40.489165,-79.894223
GIANT EAGLE MARKET DISTRICT - BETHEL PK,40.345608,-80.048103
GIANT EAGLE MARKET DISTRICT - SETTLER'S,40.438081,-80.148965
GIANT EAGLE MARKET DISTRICT - SHADYSIDE,40.457255,-79.934087
GIBBS REST HOME,40.446387,-79.883398
GLADSTONE MIDDLE SCHOOL,40.412457,-79.940447
GLASSPORT (MONONGAHELA AVE + 5TH ST),40.327640,-79.892507
GLEN HAZEL (JOHNSTON AVE + RIVERMONT DR),40.406729,-79.927421
GLEN HAZEL HI RISE,40.406190,-79.932694
GLENBURY STOP,40.382511,-79.996046
GLENSHAW (MT ROYAL BLVD + SHAW PL),40.529598,-79.965735
GLENSHAW PRESBYTERIAN CHILD CARE CENTER,40.522574,-79.956968
GOLDEN CORRAL - MONROEVILLE,40.438125,-79.774256
GOLDEN CORRAL - ROBINSON,40.451637,-80.157681
GOOD START CHILD CARE CENTER,40.427079,-79.967069
GOODWILL - EAST LIBERTY,40.459954,-79.925048
GOODWILL - ROUTE 51,40.378463,-79.992291
GOODWILL - SOUTH SIDE,40.427079,-79.967069
GOODWILL OF SOUTHWESTERN PA - LAWRENCEVILLE,40.480429,-79.954419
GOODWILL OF SOUTHWESTERN PA - SOUTH SIDE,40.427361,-79.968768
GOODWILL OFFICE TRAINING CENTER,40.480429,-79.954419
GOVERNORS RIDGE,40.516042,-80.002696
GRAMS PLACE INC,40.289840,-79.997230
GRANDVIEW ELEMENTARY SCHOOL,40.424560,-79.993495
GRANDVIEW POINTE,40.431137,-80.006113
GRANT BUILDING,40.437648,-79.997735
GRANT STREET TRANSPORTATION CENTER,40.444170,-79.993486
GREAT SOUTHERN SHOPPING CENTER,40.368905,-80.103973
GREAT VALLEY SHOPPING CENTER,40.386556,-79.823015
GREENBRIAR CONDOMINIUMS,40.396969,-80.065958
GREENFIELD ELEMENTARY,40.426276,-79.942764
GREENTREE VILLAGE,40.429049,-80.056086
GREENWAY MIDDLE SCHOOL,40.448691,-80.050107
GREYHOUND BUS STATION,40.444170,-79.993486
GROVETON (VILLAGE DR + RT 51),40.503979,-80.140552
GUALTIERI MANOR,40.405154,-80.028954
GULF TOWER,40.442452,-79.995301
HAMILTON HILLS PERSONAL CARE FACILITY,40.412698,-79.818782
HAMILTON LARIMER,40.463859,-79.916774
HAMNETT STATION,40.437303,-79.885743
HAMPSHIRE HALL,40.451859,-79.952004
HAMPSHIRE STOP,40.410569,-80.024670
HAMPTON INN,40.438925,-79.760561
HAMPTON INN - CONVENTION CENTER,40.447143,-79.991797
HAMPTON LATCHKEY PROGRAM - WYLAND,40.561601,-79.975952
HAPPY HOLIDAY CHILDRENS CENTER OF PLUM,40.475677,-79.719903
HAPPY TRAILS CHILD CARE AND LEARNING CTR,40.457381,-79.827042
HARMAR CINEMAS,40.536799,-79.841743
HARMAR GARAGE,40.540000,-79.832483
HARMAR VILLAGE CARE CENTER,40.540931,-79.817848
HARRIS THEATRE,40.442739,-79.998787
HARRISON JUNIOR HIGH SCHOOL,40.354048,-80.005106
HARWICK (HITE RD + PILLOW AVE),40.555902,-79.807261
HAWKINS VILLAGE,40.412328,-79.876169
HAY STREET RAMP,40.442800,-79.886598
HAYMAKER VILLAGE,40.389912,-79.766402
HAZELWOOD COUNCIL,40.402740,-79.941823
HAZELWOOD HEALTH CENTER,40.408585,-79.943693
HEALTH DEPARTMENT,40.437303,-79.962992
HEARTHSIDE PERSONAL CARE HOME,40.497758,-79.944436
HEARTLAND HEALTH CARE CENTER,40.454739,-79.932548
HEAVENS ANGELS,40.458425,-79.846311
HEIDELBERG ELEMENTARY,40.389510,-80.091279
HEIGHTS PLAZA,40.624847,-79.723214
HEINZ 57 CENTER,40.441451,-79.997735
HEINZ CHAPEL,40.446472,-79.951911
HEINZ FIELD,40.447620,-80.015689
HEINZ HALL,40.442284,-80.001836
HEINZ HISTORY CENTER,40.446343,-79.992579
HEINZ LOFTS,40.453182,-79.992693
HEINZ MEMORIAL CHAPEL,40.445477,-79.951760
HENDERSON HOUSE PERSONAL CARE,40.451736,-80.000504
HENRY KAUFMANN CTR,40.418965,-79.974250
HERITAGE PLACE,40.432354,-79.923142
HERRON STATION,40.459367,-79.966477
HIGHLAND PARK - ENTRANCE,40.479421,-79.918736
HIGHLAND POOL,40.478629,-79.911651
HIGHLAND STOP,40.348351,-80.039871
HIGHLANDS AREA DAY CARE CENTER,40.616459,-79.736501
HIGHLANDS MALL,40.649082,-79.708869
HIGHLANDS OF MONTOUR RUN,40.451196,-80.198509
HIGHMARK STADIUM,40.434897,-80.008237
HILAND CHILD CARE CENTER,40.534577,-80.035965
HILAND SENIOR CENTER,40.534577,-80.035965
HILL HOUSE ASSN,40.442493,-79.982915
HILL HOUSE ASSOCIATION,40.442917,-79.981968
HILLCREST STOP,40.345249,-80.028763
HILLMAN CANCER CENTER,40.455038,-79.941497
HILLMAN LIBRARY,40.442758,-79.953739
HILLSDALE ELEMENTARY,40.395429,-80.038388
HOLIDAY INN EXPRESS - BRIDGEVILLE,40.354514,-80.114781
HOLIDAY INN EXPRESS - WEST MIFFLIN,40.350302,-79.927083
HOLIDAY INN NORTH,40.525630,-80.005537
HOLIDAY INN SELECT,40.444995,-79.953957
HOLLYWOOD THEATER,40.396544,-80.035409
HOME AVENUE,40.498611,-80.061874
HOME DEPOT - EAST LIBERTY,40.465938,-79.922765
HOMESTEAD PUBLIC LIBRARY,40.407573,-79.900941
HOMEVILLE ELEMENTARY,40.388235,-79.875214
HOMEWOOD (HAMILTON AVE + N HOMEWOOD AVE),40.454627,-79.897526
HOMEWOOD BRUSHTON COMMUNITY IMPR ASSOC.,40.456896,-79.894148
HOMEWOOD ELEMENTARY SCHOOL,40.454827,-79.898480
HOMEWOOD POOL,40.455101,-79.899650
HOMEWOOD STATION,40.452780,-79.898746
HOMEWOOD-BRUSHTON IMPROVEMENT ASSOC,40.459310,-79.883588
HOMEWOOOD (FRANKSTOWN AVE + HOMEWOOD AVE,40.457392,-79.896301
HOODRIDGE APARTMENTS,40.367291,-80.034017
HOOVER ELEMENTARY,40.372745,-80.069869
HOSACK ELEMENTARY SCHOOL,40.570726,-80.002745
HOSANNA HOUSE INC,40.443548,-79.881466
HUG A BUG DAYCARE AND LEARNING CTR,40.463036,-79.856393
HUGS AWAY FROM HOME II,40.484961,-79.817824
HYLAND HILLS,40.417373,-80.035877
IBEW - SOUTH SIDE WORKS,40.427087,-79.964758
ICM SCHOOL OF BUSINESS,40.437884,-80.002304
IDLEWOOD STATION,40.426287,-80.072621
IGA - BEECHVIEW,40.410569,-80.024670
IGA - OAKLAND,40.441090,-79.957618
IKEA,40.452481,-80.168789
IMMIGRATION OFFICE,40.427087,-79.964758
IN THE BEGINNING CHRISTIAN LEARNING CTR,40.517360,-80.033256
INDEPENDENCE COURT OF MOUNT LEBANON,40.355188,-80.050253
INDEPENDENCE COURT OF OAKLAND,40.447061,-79.947287
INDEPENDENT MIDDLE SCHOOL,40.339280,-80.043964
INGLEWOOD STOP,40.387956,-79.996420
INGOMAR UM CHILD DEVELOPMENT CTR,40.585483,-80.072696
INGRAM STATION,40.444937,-80.065832
INTERPLAY CHILD CARE CENTER,40.430641,-79.892552
INTL ACADEMY DESIGN AND TECHNOLOGY,40.440388,-79.996324
ISLAND HEIGHTS,40.489993,-80.086851
ITS A SMALL WORLD DAY CARE CENTER,40.462686,-79.945582
ITS ALL ABOUT KIDS,40.578547,-79.968932
ITT TECHNICAL INSTITUTE MONROEVILLE,40.432836,-79.793599
JACK STACK POOL - NEW ALLEGHENY,40.486795,-80.029609
JAIL TRAIL (ELIZA FURNACE TRAIL),40.435412,-79.995323
JANE ST LOOP,40.436311,-79.881076
JEFFERSON HOSPITAL,40.317786,-79.933393
JEWISH ASSOCIATION ON AGING,40.412043,-79.920142
JEWISH COMM CTR - ELDERLINK,40.437566,-79.923723
JEWISH FAMILY AND CHILDREN SERVICES,40.436154,-79.923890
JLC DAY CARE INC,40.415285,-79.875660
JOHN HEINZ CHILD DEVELOPMENT CENTER,40.438621,-79.976759
JOHN PAUL PLAZA,40.457370,-79.964238
JOHNSTON ELEMENTARY SCHOOL,40.437801,-79.873926
JUBILEE KITCHEN,40.438229,-79.977548
JUST FOR KIDS CHILD CARE,40.667537,-79.833384
K-MART BRIDGEVILLE,40.368396,-80.102864
KANE HOSPITAL - GLEN HAZEL,40.407905,-79.930008
KANE HOSPITAL - MCKEESPORT,40.346860,-79.865751
KANE HOSPITAL - ROSS,40.552060,-80.014862
KANE HOSPITAL - SCOTT TOWNSHIP,40.371750,-80.082583
KAPLAN,40.444063,-79.997220
KDKA,40.443663,-80.004774
KELLY ELEMENTARY,40.441131,-79.891267
KELLY STRAYHORN THEATER,40.461464,-79.924812
KELLY STREET HI RISE,40.456030,-79.899256
KENMAWR PLAZA,40.475428,-80.097397
KENNILWORTH,40.457274,-79.934336
KENNYWOOD MALL,40.383793,-79.868214
KENNYWOOD PARK,40.385476,-79.862875
KERR ELEMENTARY,40.514236,-79.917263
KEYSTONE COMMONS,40.400706,-79.833996
KIDDIE HAVEN DAY CARE,40.347531,-79.864207
KIDDIE KOLLEGE,40.433866,-79.754754
KIDDIELAND,40.601264,-79.754859
KIDS AND US DAY CARE CENTER,40.373334,-80.075553
KIDS AND US DAY CARE CTR - ROBB HOLLOW,40.372745,-80.069869
KIDS KADEMY,40.640664,-79.710841
KILLARNEY STATION,40.375066,-80.008683
KINDERCARE LEARNING CENTER BETHEL PK,40.296971,-80.041817
KINDERCARE LEARNING CENTER PLUM BORO,40.475850,-79.709495
KINDERCARE LEARNING CENTER PN HILLS,40.480010,-79.790194
KINDERCARE LEARNING CENTERS LIBRARY,40.289027,-79.981919
KING EDWARD,40.450089,-79.949780
KINGS SCHOOL ROAD STOP,40.307943,-80.033469
KINGSLEY CENTER,40.460918,-79.916176
KNOXVILLE MIDDLE SCHOOL,40.416455,-79.995141
KOPPERS BUILDING,40.442471,-79.996057
KOSSMAN,40.441084,-80.003953
KUHN'S - BANKSVILLE,40.399627,-80.044356
KUHN'S - BELLEVUE,40.497827,-80.060158
KUHN'S - INGOMAR,40.581641,-80.054168
KUHN'S - MCKNIGHT ROAD,40.525948,-80.007563
KUHN'S - MOON TWP,40.483937,-80.185895
KUHN'S - NORTH SIDE,40.468339,-80.025228
LAKEMONT GARDENS,40.342752,-80.117774
LANDMARKS BUILDING,40.432162,-80.003967
LANGLEY HIGH SCHOOL,40.453284,-80.054583
LAROCHE COLLEGE,40.567167,-80.016489
LATTERMAN CLINIC,40.353311,-79.837320
LAUREL RIDGE,40.511430,-80.101007
LAVALE,40.432565,-79.738789
LEARNING TREE SCHOOLS,40.445288,-79.889612
LEARNING TREE SCHOOLS - MONROEVILLE,40.427523,-79.751210
LEECHBURG GARDEN APARTMENTS,40.488039,-79.801641
LEETSDALE INDUSTRIAL PARK,40.566671,-80.209785
LEMINGTON ELEMENTARY,40.470235,-79.896526
LEMINGTON ELEMENTARY HEAD START,40.469120,-79.896351
LESLIE POOL,40.472934,-79.958135
LETSCHE SCHOOL (STUDENT ACHIEVEMENT CTR),40.455523,-79.888100
LGAR HEALTH AND REHABILITATION CENTER,40.412605,-79.820024
LIBERTY ELEMENTARY,40.453580,-79.933633
LIBERTY EXTENDED DAY PROGRAM,40.453898,-79.934328
LIBRARY STATION,40.287136,-80.021550
LIFECARE HOSPITAL,40.445858,-79.891317
LIL TYKES DAY CARE CENTER,40.497827,-80.060158
LINCOLN ELEMENTARY - BETHEL PARK SCHOOLS,40.351738,-80.011524
LINCOLN ELEMENTARY - MOUNT LEBANON,40.388978,-80.049102
LINCOLN ELEMENTARY SCHOOL - PITTSBURGH,40.482512,-79.974514
LINCOLN HOUSE,40.493029,-80.050428
LINCOLN LOOP,40.473014,-79.888673
LINCOLN PLACE PRESBYTERIAN CHURCH,40.368678,-79.914072
LINDEN ELEMENTARY,40.445444,-79.916091
LINTON MIDDLE SCHOOL - PENN HILLS,40.482791,-79.816385
LITCHFIELD TOWERS,40.443148,-79.956569
LITTLE ANGELS LEARNING CENTER,40.464429,-79.942213
LITTLE HEARTS LEARNING CENTER,40.345071,-79.992878
LITTLE KIDS PLAYCARE,40.310957,-79.966130
LITTLE TOTS ACADEMY,40.462445,-79.944487
LIVING AT HOME PROG - UPMC,40.442567,-79.962197
LOCUST GROVE ASSISTED LIVING CENTER,40.391302,-79.880241
LOEHMANNS PLAZA,40.433976,-79.753263
LOEWS THEATRE - WATERFRONT,40.409478,-79.913613
LOGAN STOP,40.311234,-80.033442
LOIS JOHNSON - WASHINGTON EXTENDED CARE,40.311752,-80.064976
LOIS JOHNSON LEARNING AND CHILD CARE CEN,40.322313,-80.030421
LONG RUN CHILDRENS LEARNING CENTER,40.324631,-79.834830
LOTS AND LOTS OF TOTS,40.462338,-79.943223
LOUIS MASON,40.442378,-79.977435
LOVE AND LEARN CHILDRENS CENTER,40.421719,-79.861797
LOWER BURRELL (LEECHBURG RD + CRAIGDELL,40.587700,-79.746606
LULLABY DAY CARE CENTER,40.467210,-79.836180
LUTHERAN SERVICE SOCIETY,40.495180,-80.054772
LYTLE STOP,40.333244,-80.030832
MACYS - DOWNTOWN,40.440084,-79.998646
MACYS - MONROEVILLE,40.428312,-79.793505
MACYS - SOUTH HILLS,40.347011,-80.055058
MACYS - WATERFRONT,40.409478,-79.913613
MADISON ELEMENTARY,40.454616,-79.961315
MAGEE POOL,40.424188,-79.936344
MAGEE WOMENS HOSPITAL,40.437777,-79.961347
MAGIC YEARS CHILD CARE AND LEARNING CTR,40.441857,-79.994923
MAIN POST OFFICE (CALIFORNIA AVENUE),40.458803,-80.023449
MALL AT ROBINSON,40.452933,-80.156100
MANCHESTER ELEMENTARY,40.454035,-80.026339
MANCHESTER MAINTENANCE,40.461590,-80.032202
MANCHESTER POOL,40.457981,-80.025948
MANN ELEMENTARY SCHOOL,40.471548,-80.030892
MANOR BUILDING,40.436903,-79.995942
MANOR CARE - BETHEL PARK,40.349765,-80.042964
MANOR CARE - GREEN TREE,40.396969,-80.065958
MANOR CARE - MONROEVILLE,40.426183,-79.757734
MANOR CARE - NORTH HILLS,40.545560,-80.036447
MANOR CARE - WHITEHALL,40.362496,-80.000435
MANOR THEATRE,40.436993,-79.922942
MARIAN HALL HOME,40.506566,-80.051253
MARIAN MANOR,40.413449,-80.042742
MARIAN MANOR CHILD DEV AND LEARNING CTR,40.561799,-80.014039
MARKET SQUARE,40.440679,-80.002603
MARKHAM ELEMENTARY,40.367511,-80.054107
MARRIOTT PITTSBURGH CITY CENTER,40.439591,-79.991870
MARSHALLS - GREEN TREE,40.394554,-80.066200
MARSHALLS - MONROEVILLE,40.438744,-79.768965
MARSHALLS - NORTHWAY MALL,40.551734,-80.021249
MARSHALLS - ROBINSON,40.452802,-80.165012
MARSHALLS - WATERFRONT,40.414103,-79.903483
MARSHALLS - WATERWORKS,40.487872,-79.891559
MARTIN LUTHER KING JR ELEMENTARY,40.452410,-80.006028
MATILDA THEISS CHILD DEVELOPMENT CENTER,40.443145,-79.969762
MATILDA THEISS HEALTH CENTER,40.442452,-79.969283
MATTRESS FACTORY,40.456589,-80.013357
MAXI SAVER CINEMAS,40.345764,-79.948247
MAY BUILDING,40.440333,-79.998743
MAZZA PAVILLION,40.391809,-80.016712
MCANULTY ELEMENTARY,40.344709,-79.996965
MCBRIDE POOL,40.369355,-79.910636
MCCLEARY ELEMENTARY SCHOOL,40.480495,-79.950283
MCDONALDS - BELLEVUE/AVALON,40.492681,-80.062261
MCDONALDS - DORMONT,40.398330,-80.026166
MCDONALDS - SMITHFIELD ST,40.440084,-79.998646
MCDONALDS - STANWIX ST,40.441161,-80.003982
MCINTYRE SQUARE,40.553378,-80.016893
MCKEES ROCKS PLAZA,40.464185,-80.055384
MCKEESPORT HIGH SCHOOL,40.342254,-79.828452
MCKEESPORT HOSPITAL,40.352467,-79.851026
MCKEESPORT LITTLE THEATER,40.343117,-79.857216
MCKEESPORT TOWERS,40.386197,-79.755701
MCKEESPORT TRANSPORTATION CENTER,40.351872,-79.862253
MCKEESPORT YWCA AFTER SCHOOL CARE,40.348381,-79.813681
MCKELVEY ELEMENTARY,40.448212,-79.978358
MCNAUGHER EDUCATIONAL CENTER,40.471118,-80.007903
MCNEILLY STATION,40.377850,-80.003802
MEADOWCREST NURSING CENTER,40.289923,-80.040300
MEDIAN SCHOOL OF ALLIED HEALTH CAREERS,40.443230,-80.000266
MEGABUS - PITTSBURGH STOP,40.444510,-79.995614
MELLON INSTITUTE,40.446425,-79.951598
MELLON SQUARE,40.440958,-79.997465
MEMORIAL HALL STATION,40.367552,-80.015386
MERCY BEHAVIORAL HEALTH - ALLEGHENY CENT,40.452952,-80.003709
MERCY BEHAVIORAL HEALTH - REEDSDALE ST,40.447757,-80.020172
MERCY FAMILY HEALTH CENTER - ROSS,40.521919,-80.005335
MERCY HEALTH CENTER,40.436659,-79.982758
MERCY HOSPITAL,40.436911,-79.986614
MERCY HOSPITAL CHILD DEVELOPMENT CENTER,40.436697,-79.985642
MESTA STOP,40.331035,-80.030763
METROPOLITAIN PRESCHOOL AND NURSERY - DOWNTOWN,40.440084,-79.998646
METROPOLITAIN PRESCHOOL AND NURSERY - WILKINSBURG,40.442342,-79.880726
MICHELES CHILDRENS ACADEMY,40.490231,-80.018509
MIDTOWN MALL,40.351231,-79.862118
MIFFLIN ELEMENTARY,40.369706,-79.912927
MIFFLIN ESTATES,40.341070,-79.910325
MILESTONES CHILD CARE CENTER,40.448234,-79.905224
MILLER ELEMENTARY,40.436407,-79.873810
MILLIONES MIDDLE SCHOOL,40.447102,-79.967491
MILLVALE (E OHIO ST + GRANT AVE),40.477823,-79.969375
MILLVALE LOOP,40.494933,-79.975911
MILLVALE SENIOR CENTER,40.482142,-79.973851
MINADEO ELEMENTARY SCHOOL,40.423204,-79.925053
MINADEO EXTENDED DAY PROGRAM,40.423204,-79.925053
MIRACLE MILE SHOPPING CENTER,40.438744,-79.768965
MISTICK-VICTORIAN,40.453961,-80.014574
MONONGAHELA INCLINE - LOWER STATION,40.433431,-80.003078
MONONGAHELA INCLINE - UPPER STATION,40.431299,-80.006134
MONROE STOP,40.322831,-80.029803
MONROEVILLE CONVENTION CENTER,40.428312,-79.793505
MONROEVILLE MALL,40.428312,-79.793505
MONROEVILLE MEDICAL OFFICE,40.433976,-79.753263
MONROEVILLE NO. 4 FIRE STATION,40.434028,-79.746617
MONTEFIORE HOSPITAL,40.440602,-79.961928
MONVUE HEIGHTS,40.398717,-79.885402
MOON CREST (CEDAR DR + HEMLOCK DR),40.524742,-80.187216
MOON PLAZA,40.522073,-80.217522
MOORE POOL,40.404277,-80.013901
MORGAN AT NORTH SHORE,40.449179,-80.000349
MORROW ELEMENTARY,40.480232,-80.040360
MORSE GARDENS,40.426580,-79.969787
MOSSIDE MIDDLE SCHOOL,40.428920,-79.758070
MOTHER GOOSE NURSERY AND KINDERGARTEN,40.476195,-79.789014
MOUNT LEBANON HIGH SCHOOL,40.374570,-80.049541
MOUNT LEBANON JUNIOR HIGH SCHOOL,40.377102,-80.050881
MOUNT VERNON OF ELIZABETH,40.286440,-79.814961
MR SMALLS THEATER,40.479829,-79.972991
MS M'S HAPPY TOTS DAYCARE DEVELOPMENTAL,40.465716,-79.865409
MT ALVERNIA DAY CARE AND LEARNING CENTER,40.494994,-79.967958
MT ARAT EARLY CHILDHOOD CENTER,40.462349,-79.913808
MT LEBANON EXTENDED DAY - DORMONT,40.394171,-80.043004
MT LEBANON EXTENDED DAY - FOSTER SCHOOL,40.362403,-80.037369
MT LEBANON EXTENDED DAY - JEFFERSON,40.384626,-80.063493
MT LEBANON EXTENDED DAY - LINCOLN,40.387071,-80.048208
MT LEBANON EXTENDED DAY - MARKHAM,40.496123,-79.863381
MT LEBANON EXTENDED DAY - WARD SVCS,40.381067,-80.060176
MT LEBANON EXTENDED DAY PROGRAM - HOWE,40.375562,-80.030096
MT LEBANON PUBLIC LIBRARY,40.377091,-80.043838
MT LEBANON STATION,40.382366,-80.043305
MT WASHINGTON CHILDRENS CENTER,40.421815,-80.012580
MT WASHINGTON SENIOR CENTER,40.430085,-80.007952
MT ROYAL SHOPPING CENTER,40.524967,-79.962010
MUNCHKIN UNIVERSITY CHILD CARE,40.383355,-80.015314
MURRAY ELEMENTARY,40.411514,-79.977240
MURRAY TOWERS,40.426268,-79.927645
MUSA'S AFTER SCHOOL PROGRAM,40.405099,-79.906875
MUSA'S SUMMER DAY PROGRAM,40.387252,-79.902291
MUSA/LITTLE LAMBS LEARNING CTR,40.400978,-79.903301
N HILLS PASSAVANT HOSPITAL,40.572176,-80.016191
N HILLS VILLAGE - SHOPPING CENTER,40.526000,-80.008065
NAKAMA JAPANESE STEAK HOUSE,40.428830,-79.982047
NATIONAL AVIARY,40.453722,-80.010310
NATRONA HEIGHTS (FREEPORT RD + PRINCETON,40.623836,-79.724460
NEGLEY STATION,40.456600,-79.932683
NEIGHBORHOOD CENTERS ASSOC.,40.454879,-80.032249
NEIL ARMSTRONG ELEMENTARY,40.300607,-80.024558
NEW HAZLETT THEATER,40.451155,-80.005261
NEW HERITAGE INC,40.637104,-80.452678
NEW KENSINGTON (CENTER CITY PLAZA),40.563799,-79.766099
NEW KENSINGTON YMCA,40.537427,-79.783924
NIXON ELEMENTARY,40.386841,-80.076417
NOAHS ARK CHRISTIAN CHILD CARE CENTER,40.383980,-79.889906
NOB HILL,40.390786,-80.073821
NOBLE MANOR,40.426881,-80.053651
NORTH ALLEGHENY HIGH SCHOOL,40.608800,-80.052775
NORTH ALLEGHENY INTERMEDIATE HIGH SCHOOL,40.570250,-80.029224
NORTH CATHOLIC HIGH SCHOOL,40.459784,-79.985806
NORTH HILLS HIGH SCHOOL,40.520848,-80.025349
NORTH HILLS JUNIOR HIGH SCHOOL,40.520848,-80.025349
NORTH HILLS VILLAGE,40.525948,-80.007563
NORTH SIDE STATION,40.447272,-80.010280
NORTH SUBURBAN ADULT SERVICES,40.495180,-80.054772
NORTHERN AREA MULTI SERVICE CENTER,40.495426,-79.929563
NORTHGATE JR/SENIOR HIGH SCHOOL,40.507084,-80.058973
NORTHRUP COURT,40.522558,-80.193742
NORTHVIEW HEIGHTS,40.477365,-80.002525
NORTHVIEW HEIGHTS ELEMENTARY,40.480983,-80.004323
NORTHWAY APARTMENTS,40.551235,-80.025094
NORTHWAY MALL,40.551734,-80.021249
NORTHWAY MALL CINEMAS,40.551734,-80.021249
NOVUM,40.462171,-79.926811
NSOF CLAIRTON,40.294258,-79.882910
NSOF DUQUESNE,40.373441,-79.845833
NSOF MCKEESPORT TOWERS,40.350765,-79.866635
O'REILLY THEATRE,40.443213,-80.000536
OAK HILL (OAK HILL DR + ECKSTEIN PL),40.441038,-79.970011
OAK PARK MALL,40.337768,-79.805538
OAKLAND VETERANS HOSPITAL,40.447357,-79.960009
OAKMONT COUNTRY CLUB,40.525109,-79.827589
OAKMONT EAST GOLF CLUB,40.527841,-79.815389
OAKMONT PUBLIC LIBRARY,40.522687,-79.842025
OAKS CINEMA,40.516220,-79.842945
OHARA APARTMENTS,40.462045,-79.962006
OHARA ELEMENTARY,40.517568,-79.863712
OHIO VALLEY GENERAL HOSPITAL,40.472592,-80.091626
OLIVER BATH HOUSE,40.429950,-79.989204
OLIVER BUILDING,40.441397,-79.997933
OLIVER HIGH SCHOOL,40.464533,-80.023880
OLIVER HIGH SCHOOL CHILD CARE,40.466887,-80.025015
OLYMPIA SHOPPING CENTER,40.323365,-79.836634
OMNI WILLIAM PENN,40.440528,-79.996662
OMNIMAX,40.445521,-80.017676
ONE MELLON CENTER,40.440838,-79.995528
ONE OXFORD CENTER,40.437979,-79.998412
ORIGINAL HOT DOG SHOP,40.441945,-79.956440
ORION CHILD DEVELOPMENT CENTER,40.567381,-80.006944
ORMSBY POOL,40.429180,-79.973904
OVERBROOK JUNCTION,40.364642,-80.027286
OVERBROOK SENIOR CITIZEN CENTERS,40.384695,-79.995082
